cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,exactmass,monoisotopicmass,charge,covalentunitcnt,isotopeatomcnt,totalatomstereocnt,definedatomstereocnt,undefinedatomstereocnt,totalbondstereocnt,definedbondstereocnt,undefinedbondstereocnt,pclidcnt,gpidcnt,gpfamilycnt,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
3365440,Cyanomethyl 4-(azepan-1-yl)-3-nitrobenzoate,,303.31,C15H17N3O4,99.2,445,2.7,22,0,6,4,"InChI=1S/C15H17N3O4/c16-7-10-22-15(19)12-5-6-13(14(11-12)18(20)21)17-8-3-1-2-4-9-17/h5-6,11H,1-4,8-10H2",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)OCC#N)[N+](=O)[O-],ZKZVVWIEBYHRFJ-UHFFFAOYSA-N,cyanomethyl 4-(azepan-1-yl)-3-nitrobenzoate,303.122,303.122,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050907,ABI Chem|ChemDB|ChemSpider|DiscoveryGate|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3373089,4-(azepan-1-yl)-N-[3-(cyclohexylamino)propyl]-3-nitrobenzamide,,402.5,C22H34N4O3,90.2,511,4.6,29,2,5,7,"InChI=1S/C22H34N4O3/c27-22(24-14-8-13-23-19-9-4-3-5-10-19)18-11-12-20(21(17-18)26(28)29)25-15-6-1-2-7-16-25/h11-12,17,19,23H,1-10,13-16H2,(H,24,27)",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NCCCNC3CCCCC3)[N+](=O)[O-],BVZCGVPUNIXBIP-UHFFFAOYSA-N,4-(azepan-1-yl)-N-[3-(cyclohexylamino)propyl]-3-nitrobenzamide,402.263,402.263,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050907,ABI Chem|AKos Consulting & Solutions|Ambinter|Aurora Fine Chemicals LLC|Chem-Space.com Database|ChemDB|ChemSpider|DiscoveryGate|Enamine|NextBio|ZINC,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3380186,1-[1-[4-(Azepan-1-yl)phenyl]ethylideneamino]-3-benzylthiourea,,380.6,C22H28N4S,71.8,471,4.6,27,2,3,5,"InChI=1S/C22H28N4S/c1-18(24-25-22(27)23-17-19-9-5-4-6-10-19)20-11-13-21(14-12-20)26-15-7-2-3-8-16-26/h4-6,9-14H,2-3,7-8,15-17H2,1H3,(H2,23,25,27)",CC(=NNC(=S)NCC1=CC=CC=C1)C2=CC=C(C=C2)N3CCCCCC3,MBDGDHQHRIHXNI-UHFFFAOYSA-N,1-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-3-benzylthiourea,380.203,380.203,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3392735,"1,8,8-Trimethyl-3-(3-nitrophenyl)-3-azabicyclo[3.2.1]octane-2,4-dione","1,8,8-trimethyl-3-(3-nitrophenyl)-3-azabicyclo[3.2.1]octane-2,4-dione|AKOS025152031",302.32,C16H18N2O4,83.2,539,2.6,22,0,4,1,"InChI=1S/C16H18N2O4/c1-15(2)12-7-8-16(15,3)14(20)17(13(12)19)10-5-4-6-11(9-10)18(21)22/h4-6,9,12H,7-8H2,1-3H3",CC1(C2CCC1(C(=O)N(C2=O)C3=CC(=CC=C3)[N+](=O)[O-])C)C,YHWAXZOCGIWBAZ-UHFFFAOYSA-N,"1,8,8-trimethyl-3-(3-nitrophenyl)-3-azabicyclo[3.2.1]octane-2,4-dione",302.127,302.127,0,1,0,2,0,2,0,0,0,2,0,0,,Biological Test Results|Literature,2,1259354|1671202|1794808,20050908,"ABI Chem|AKos Consulting & Solutions|ChemDB|ChemDiv|ChemSpider|Mcule|MolPort|NextBio|Paczesny and Yang Labs, IUPUI and University of Michigan|University of Kansas High Throughput Screening Laboratory",Chemical Vendors|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
3397719,N-[4-(azepan-1-yl)phenyl]-2-(3-ethoxypropylamino)acetamide,,333.5,C19H31N3O2,53.6,336,2.6,24,2,4,9,"InChI=1S/C19H31N3O2/c1-2-24-15-7-12-20-16-19(23)21-17-8-10-18(11-9-17)22-13-5-3-4-6-14-22/h8-11,20H,2-7,12-16H2,1H3,(H,21,23)",CCOCCCNCC(=O)NC1=CC=C(C=C1)N2CCCCCC2,DUCJGKCIKGQNAW-UHFFFAOYSA-N,N-[4-(azepan-1-yl)phenyl]-2-(3-ethoxypropylamino)acetamide,333.242,333.242,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3404260,N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-4-hydroxybenzamide,,351.4,C21H25N3O2,64.9,470,4,26,2,4,4,"InChI=1S/C21H25N3O2/c1-16(22-23-21(26)18-8-12-20(25)13-9-18)17-6-10-19(11-7-17)24-14-4-2-3-5-15-24/h6-13,25H,2-5,14-15H2,1H3,(H,23,26)",CC(=NNC(=O)C1=CC=C(C=C1)O)C2=CC=C(C=C2)N3CCCCCC3,YEVMASFKEMSLJW-UHFFFAOYSA-N,N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-4-hydroxybenzamide,351.195,351.195,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3406162,3-amino-4-(azepan-1-yl)-N-(2-chlorophenyl)benzene-1-sulfonamide,3-amino-4-(azepan-1-yl)-N-(2-chlorophenyl)benzene-1-sulfonamide|327088-21-1|3-amino-4-(azepan-1-yl)-N-(2-chlorophenyl)benzenesulfonamide|3-Amino-N-(2-chlorophenyl)-4-(hexahydro-1H-azepin-1-yl)benzenesulfonamide|3-Amino-4-azepan-1-yl-N-(2-chloro-phenyl)-benzenesulfonamide|C18H22ClN3O2S|AKOS000115427|CS-0218887|EN300-02382|G34405|SR-01000029223|SR-01000029223-1|Z56792129|978-160-4,379.9,C18H22ClN3O2S,83.8,517,3.7,25,2,5,4,"InChI=1S/C18H22ClN3O2S/c19-15-7-3-4-8-17(15)21-25(23,24)14-9-10-18(16(20)13-14)22-11-5-1-2-6-12-22/h3-4,7-10,13,21H,1-2,5-6,11-12,20H2",C1CCCN(CC1)C2=C(C=C(C=C2)S(=O)(=O)NC3=CC=CC=C3Cl)N,GODMAVWAPALKBA-UHFFFAOYSA-N,3-amino-4-(azepan-1-yl)-N-(2-chlorophenyl)benzenesulfonamide,379.112,379.112,0,1,0,0,0,0,0,0,0,0,0,0,,Biological Test Results|Classification|Safety and Hazards,3,1259310|1259374|1259422|1508602,20050908,"10X CHEM|A2B Chem|AA BLOCKS|AbaChemScene|ABI Chem|AKos Consulting & Solutions|Ambinter|AppChem|AstaTech, Inc.|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|BenchChem|Bic Biotech|BLD Pharm|Chem-Space.com Database|Chembase.cn|ChemDB|Chemenu Inc.|ChemSpider|ChemTik|Combi-Blocks|DiscoveryGate|eMolecules|Enamine|eNovation Chemicals|Hairui Chemical|Mcule|MolGenie|MolPort|NextBio|PubChem Reference Collection|Santa Cruz Biotechnology, Inc.|Smolecule|Starshine Chemical|The Scripps Research Institute Molecular Screening Center|Thoreauchem|ZINC",Chemical Vendors|Governmental Organizations|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
3416558,(4-Nitrophenyl)methyl 4-(azepan-1-yl)-3-nitrobenzoate,,399.4,C20H21N3O6,121,574,4.3,29,0,7,5,"InChI=1S/C20H21N3O6/c24-20(29-14-15-5-8-17(9-6-15)22(25)26)16-7-10-18(19(13-16)23(27)28)21-11-3-1-2-4-12-21/h5-10,13H,1-4,11-12,14H2",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)OCC3=CC=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],OAMMYZXAXHNSLX-UHFFFAOYSA-N,(4-nitrophenyl)methyl 4-(azepan-1-yl)-3-nitrobenzoate,399.143,399.143,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3425008,N-[[2-(azepan-1-yl)-5-nitrophenyl]methylideneamino]-2-(4-chlorophenoxy)acetamide,,430.9,C21H23ClN4O4,99.8,584,4.7,30,1,6,6,"InChI=1S/C21H23ClN4O4/c22-17-5-8-19(9-6-17)30-15-21(27)24-23-14-16-13-18(26(28)29)7-10-20(16)25-11-3-1-2-4-12-25/h5-10,13-14H,1-4,11-12,15H2,(H,24,27)",C1CCCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])C=NNC(=O)COC3=CC=C(C=C3)Cl,DIOHGTWBCBEBKM-UHFFFAOYSA-N,N-[[2-(azepan-1-yl)-5-nitrophenyl]methylideneamino]-2-(4-chlorophenoxy)acetamide,430.141,430.141,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|Mcule|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3436199,"N,N-diethyl-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-sulfonamide",Enamine_001258|Oprea1_025386|HMS1397J04|AKOS034455613|Z56793991,321.4,C16H23N3O2S,63.6,472,2.4,22,0,4,4,"InChI=1S/C16H23N3O2S/c1-3-18(4-2)22(20,21)13-9-10-15-14(12-13)17-16-8-6-5-7-11-19(15)16/h9-10,12H,3-8,11H2,1-2H3",CCN(CC)S(=O)(=O)C1=CC2=C(C=C1)N3CCCCCC3=N2,XLGUUDJUBNHVKO-UHFFFAOYSA-N,"N,N-diethyl-7,8,9,10-tetrahydro-6H-azepino[1,2-a]benzimidazole-3-sulfonamide",321.151,321.151,0,1,0,0,0,0,0,0,0,1,0,0,,Biological Test Results|Literature,2,485395|492967|493033|493162|504770|588519|602314|720641|1918969,20050908,"ABI Chem|AKos Consulting & Solutions|ChemBank|ChemDB|ChemSpider|DiscoveryGate|Enamine|ICCB-Longwood Screening Facility, Harvard Medical School|Japan Chemical Substance Dictionary (Nikkaji)|NextBio|Thomson Pharma|ZINC",Chemical Vendors|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,
3488301,"N-[5-(azepan-1-yl)-4-nitro-2,1,3-benzoxadiazol-7-yl]-N',N'-dimethylpropane-1,3-diamine",,362.4,C17H26N6O3,103,452,2.7,26,1,8,6,"InChI=1S/C17H26N6O3/c1-21(2)9-7-8-18-13-12-14(22-10-5-3-4-6-11-22)17(23(24)25)16-15(13)19-26-20-16/h12,18H,3-11H2,1-2H3",CN(C)CCCNC1=CC(=C(C2=NON=C12)[N+](=O)[O-])N3CCCCCC3,WDWJBDCZHSQCJR-UHFFFAOYSA-N,"N-[5-(azepan-1-yl)-4-nitro-2,1,3-benzoxadiazol-7-yl]-N',N'-dimethylpropane-1,3-diamine",362.207,362.207,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3510050,(2-Oxocyclohexyl) 4-(azepan-1-yl)-3-nitrobenzoate,,360.4,C19H24N2O5,92.4,525,3.6,26,0,6,4,"InChI=1S/C19H24N2O5/c22-17-7-3-4-8-18(17)26-19(23)14-9-10-15(16(13-14)21(24)25)20-11-5-1-2-6-12-20/h9-10,13,18H,1-8,11-12H2",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)OC3CCCCC3=O)[N+](=O)[O-],NUCZBRNKUNRWPO-UHFFFAOYSA-N,(2-oxocyclohexyl) 4-(azepan-1-yl)-3-nitrobenzoate,360.169,360.169,0,1,0,1,0,1,0,0,0,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3523072,1-[1-[4-(Azepan-1-yl)phenyl]ethylideneamino]-3-prop-2-enylthiourea,AKOS034360332,330.5,C18H26N4S,71.8,405,3.8,23,2,3,5,"InChI=1S/C18H26N4S/c1-3-12-19-18(23)21-20-15(2)16-8-10-17(11-9-16)22-13-6-4-5-7-14-22/h3,8-11H,1,4-7,12-14H2,2H3,(H2,19,21,23)",CC(=NNC(=S)NCC=C)C1=CC=C(C=C1)N2CCCCCC2,NPHCJFQFFPTELV-UHFFFAOYSA-N,1-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-3-prop-2-enylthiourea,330.188,330.188,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050908,ABI Chem|AKos Consulting & Solutions|Chem-Space.com Database|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3528975,"2-[[5-(Azepan-1-yl)-4-nitro-2,1,3-benzoxadiazol-7-yl]amino]benzonitrile",,378.4,C19H18N6O3,124,596,4.1,28,1,8,3,"InChI=1S/C19H18N6O3/c20-12-13-7-3-4-8-14(13)21-15-11-16(24-9-5-1-2-6-10-24)19(25(26)27)18-17(15)22-28-23-18/h3-4,7-8,11,21H,1-2,5-6,9-10H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NC4=CC=CC=C4C#N)[N+](=O)[O-],XPAWAMBNRICUPG-UHFFFAOYSA-N,"2-[[5-(azepan-1-yl)-4-nitro-2,1,3-benzoxadiazol-7-yl]amino]benzonitrile",378.144,378.144,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3539660,"5-(azepan-1-yl)-4-nitro-N-(3-nitrophenyl)-2,1,3-benzoxadiazol-7-amine",,398.4,C18H18N6O5,146,590,3.7,29,1,9,3,"InChI=1S/C18H18N6O5/c25-23(26)13-7-5-6-12(10-13)19-14-11-15(22-8-3-1-2-4-9-22)18(24(27)28)17-16(14)20-29-21-17/h5-7,10-11,19H,1-4,8-9H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NC4=CC(=CC=C4)[N+](=O)[O-])[N+](=O)[O-],CNWJTLIIAYHNON-UHFFFAOYSA-N,"5-(azepan-1-yl)-4-nitro-N-(3-nitrophenyl)-2,1,3-benzoxadiazol-7-amine",398.134,398.134,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050908,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3548275,"[4-(Azepan-1-yl)-3-nitrophenyl]-(2,6-dimethylpiperidin-1-yl)methanone",Oprea1_176352|AKOS034459015|Z56831788,359.5,C20H29N3O3,69.4,489,4.2,26,0,4,2,"InChI=1S/C20H29N3O3/c1-15-8-7-9-16(2)22(15)20(24)17-10-11-18(19(14-17)23(25)26)21-12-5-3-4-6-13-21/h10-11,14-16H,3-9,12-13H2,1-2H3",CC1CCCC(N1C(=O)C2=CC(=C(C=C2)N3CCCCCC3)[N+](=O)[O-])C,IRJDSEBXYXNPKG-UHFFFAOYSA-N,"[4-(azepan-1-yl)-3-nitrophenyl]-(2,6-dimethylpiperidin-1-yl)methanone",359.221,359.221,0,1,0,2,0,2,0,0,0,0,0,0,,,0,,20050908,ABI Chem|AKos Consulting & Solutions|Aurora Fine Chemicals LLC|Chem-Space.com Database|ChemBank|ChemDB|ChemSpider|DiscoveryGate|Enamine|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3570828,"5-(azepan-1-yl)-4-nitro-N-(2-phenylethyl)-2,1,3-benzoxadiazol-7-amine",,381.4,C20H23N5O3,100,503,4.3,28,1,7,5,"InChI=1S/C20H23N5O3/c26-25(27)20-17(24-12-6-1-2-7-13-24)14-16(18-19(20)23-28-22-18)21-11-10-15-8-4-3-5-9-15/h3-5,8-9,14,21H,1-2,6-7,10-13H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NCCC4=CC=CC=C4)[N+](=O)[O-],YBDAZUYCZRAHEW-UHFFFAOYSA-N,"5-(azepan-1-yl)-4-nitro-N-(2-phenylethyl)-2,1,3-benzoxadiazol-7-amine",381.18,381.18,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050909,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3577139,"5-(azepan-1-yl)-N-(2,1,3-benzoxadiazol-4-yl)-4-nitro-2,1,3-benzoxadiazol-7-amine",,395.4,C18H17N7O4,139,585,3.1,29,1,10,3,"InChI=1S/C18H17N7O4/c26-25(27)18-14(24-8-3-1-2-4-9-24)10-13(16-17(18)23-29-22-16)19-11-6-5-7-12-15(11)21-28-20-12/h5-7,10,19H,1-4,8-9H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NC4=CC=CC5=NON=C54)[N+](=O)[O-],YNDVNVWYPHYOEM-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-(2,1,3-benzoxadiazol-4-yl)-4-nitro-2,1,3-benzoxadiazol-7-amine",395.134,395.134,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050909,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3583325,N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-2-(5-methyl-2-propan-2-ylphenoxy)acetamide,,421.6,C26H35N3O2,53.9,575,5.9,31,1,4,7,"InChI=1S/C26H35N3O2/c1-19(2)24-14-9-20(3)17-25(24)31-18-26(30)28-27-21(4)22-10-12-23(13-11-22)29-15-7-5-6-8-16-29/h9-14,17,19H,5-8,15-16,18H2,1-4H3,(H,28,30)",CC1=CC(=C(C=C1)C(C)C)OCC(=O)NN=C(C)C2=CC=C(C=C2)N3CCCCCC3,GAPSITRUOLVVNZ-UHFFFAOYSA-N,N-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-2-(5-methyl-2-propan-2-ylphenoxy)acetamide,421.273,421.273,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050909,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3586815,"5-[[4-(Azepan-1-yl)phenyl]methylidene]-1-butyl-2-sulfanylidene-1,3-diazinane-4,6-dione",,385.5,C21H27N3O2S,84.7,588,4.3,27,1,4,5,"InChI=1S/C21H27N3O2S/c1-2-3-14-24-20(26)18(19(25)22-21(24)27)15-16-8-10-17(11-9-16)23-12-6-4-5-7-13-23/h8-11,15H,2-7,12-14H2,1H3,(H,22,25,27)",CCCCN1C(=O)C(=CC2=CC=C(C=C2)N3CCCCCC3)C(=O)NC1=S,DTWMLIGEITVGRU-UHFFFAOYSA-N,"5-[[4-(azepan-1-yl)phenyl]methylidene]-1-butyl-2-sulfanylidene-1,3-diazinane-4,6-dione",385.182,385.182,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050909,ABI Chem|ChemDB|ChemSpider|Mcule|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3597412,"5-(azepan-1-yl)-N-(3-morpholin-4-ylpropyl)-4-nitro-2,1,3-benzoxadiazol-7-amine",,404.5,C19H28N6O4,112,521,2.3,29,1,9,6,"InChI=1S/C19H28N6O4/c26-25(27)19-16(24-8-3-1-2-4-9-24)14-15(17-18(19)22-29-21-17)20-6-5-7-23-10-12-28-13-11-23/h14,20H,1-13H2",C1CCCN(CC1)C2=C(C3=NON=C3C(=C2)NCCCN4CCOCC4)[N+](=O)[O-],YBDRIJAONDLQEJ-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-(3-morpholin-4-ylpropyl)-4-nitro-2,1,3-benzoxadiazol-7-amine",404.217,404.217,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050909,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3611714,1-[1-[4-(Azepan-1-yl)phenyl]ethylideneamino]-3-cyclohexylthiourea,,372.6,C21H32N4S,71.8,457,5,26,2,3,4,"InChI=1S/C21H32N4S/c1-17(23-24-21(26)22-19-9-5-4-6-10-19)18-11-13-20(14-12-18)25-15-7-2-3-8-16-25/h11-14,19H,2-10,15-16H2,1H3,(H2,22,24,26)",CC(=NNC(=S)NC1CCCCC1)C2=CC=C(C=C2)N3CCCCCC3,MOWOTYDVQGNABK-UHFFFAOYSA-N,1-[1-[4-(azepan-1-yl)phenyl]ethylideneamino]-3-cyclohexylthiourea,372.235,372.235,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050909,ABI Chem|ChemDB|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3627783,"1-[2-(azepan-1-yl)-5-nitrophenyl]-N-(1,2,4-triazol-4-yl)methanimine",,314.34,C15H18N6O2,92.1,413,2.3,23,0,6,3,"InChI=1S/C15H18N6O2/c22-21(23)14-5-6-15(19-7-3-1-2-4-8-19)13(9-14)10-18-20-11-16-17-12-20/h5-6,9-12H,1-4,7-8H2",C1CCCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])C=NN3C=NN=C3,MKAGIKYUSGDHMR-UHFFFAOYSA-N,"1-[2-(azepan-1-yl)-5-nitrophenyl]-N-(1,2,4-triazol-4-yl)methanimine",314.149,314.149,0,1,0,0,0,0,1,0,1,0,0,0,,,0,,20050909,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3632944,[3-(Trifluoromethyl)phenyl]methyl 4-(azepan-1-yl)-3-nitrobenzoate,,422.4,C21H21F3N2O4,75.4,588,5.3,30,0,8,5,"InChI=1S/C21H21F3N2O4/c22-21(23,24)17-7-5-6-15(12-17)14-30-20(27)16-8-9-18(19(13-16)26(28)29)25-10-3-1-2-4-11-25/h5-9,12-13H,1-4,10-11,14H2",C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)OCC3=CC(=CC=C3)C(F)(F)F)[N+](=O)[O-],IQRZVFQSTCHQHO-UHFFFAOYSA-N,[3-(trifluoromethyl)phenyl]methyl 4-(azepan-1-yl)-3-nitrobenzoate,422.145,422.145,0,1,0,0,0,0,0,0,0,0,0,0,,Classification,1,,20050909,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3640529,"5-(azepan-1-yl)-N-benzyl-N-methyl-4-nitro-2,1,3-benzoxadiazol-7-amine",,381.4,C20H23N5O3,91.2,516,3.9,28,0,7,4,"InChI=1S/C20H23N5O3/c1-23(14-15-9-5-4-6-10-15)16-13-17(24-11-7-2-3-8-12-24)20(25(26)27)19-18(16)21-28-22-19/h4-6,9-10,13H,2-3,7-8,11-12,14H2,1H3",CN(CC1=CC=CC=C1)C2=CC(=C(C3=NON=C23)[N+](=O)[O-])N4CCCCCC4,STEZXMFLHYKFBE-UHFFFAOYSA-N,"5-(azepan-1-yl)-N-benzyl-N-methyl-4-nitro-2,1,3-benzoxadiazol-7-amine",381.18,381.18,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,20050909,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3642726,"2-[[4-Nitro-7-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)-2,1,3-benzoxadiazol-5-yl]amino]ethanol",,375.4,C18H25N5O4,120,585,3.5,27,2,8,4,"InChI=1S/C18H25N5O4/c1-17(2)7-11-8-18(3,9-17)10-22(11)13-6-12(19-4-5-24)16(23(25)26)15-14(13)20-27-21-15/h6,11,19,24H,4-5,7-10H2,1-3H3",CC1(CC2CC(C1)(CN2C3=CC(=C(C4=NON=C34)[N+](=O)[O-])NCCO)C)C,AAWYSLOHLMVJQF-UHFFFAOYSA-N,"2-[[4-nitro-7-(1,3,3-trimethyl-6-azabicyclo[3.2.1]octan-6-yl)-2,1,3-benzoxadiazol-5-yl]amino]ethanol",375.191,375.191,0,1,0,2,0,2,0,0,0,0,0,0,,,0,,20050909,ABI Chem|ChemDB|ChemSpider|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,
3647431,"7-(azepan-1-yl)-N-(3-chloro-4-methylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine","7-(azepan-1-yl)-N-(3-chloro-4-methylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine|7-(1-azepanyl)-5-(3-chloro-4-methylanilino)-4-nitro-2,1,3-benzoxadiazole|ChemDiv1_007001|Oprea1_430084|HMS606O05|MFCD02182450|AKOS001487312|EU-0074607|AN-604/13600005|SR-01000459796|SR-01000459796-1",401.8,C19H20ClN5O3,100,542,5.4,28,1,7,3,"InChI=1S/C19H20ClN5O3/c1-12-6-7-13(10-14(12)20)21-15-11-16(24-8-4-2-3-5-9-24)17-18(23-28-22-17)19(15)25(26)27/h6-7,10-11,21H,2-5,8-9H2,1H3",CC1=C(C=C(C=C1)NC2=C(C3=NON=C3C(=C2)N4CCCCCC4)[N+](=O)[O-])Cl,PEIDBWFHDNNICI-UHFFFAOYSA-N,"7-(azepan-1-yl)-N-(3-chloro-4-methylphenyl)-4-nitro-2,1,3-benzoxadiazol-5-amine",401.125,401.125,0,1,0,0,0,0,0,0,0,0,0,0,,Biological Test Results,1,422|492967|1224905|1259310|1259374|1259422|1508602|1918969,20050909,"ABI Chem|AKos Consulting & Solutions|Aurora Fine Chemicals LLC|BenchChem|Chem-Space.com Database|ChemBank|ChemDB|ChemDiv|ChemSpider|DiscoveryGate|Emory University Molecular Libraries Screening Center|ICCB-Longwood Screening Facility, Harvard Medical School|Mcule|MolPort|MuseChem|NextBio|Specs|The Scripps Research Institute Molecular Screening Center|ZINC",Chemical Vendors|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
3707752,Ethyl 4-(azepan-1-YL)-3-{[(4-chlorophenyl)carbamoyl]amino}benzoate,AKOS002108871|SR-01000583830|SR-01000583830-1|ETHYL 4-(AZEPAN-1-YL)-3-{[(4-CHLOROPHENYL)CARBAMOYL]AMINO}BENZOATE,415.9,C22H26ClN3O3,70.7,531,4.7,29,2,4,6,"InChI=1S/C22H26ClN3O3/c1-2-29-21(27)16-7-12-20(26-13-5-3-4-6-14-26)19(15-16)25-22(28)24-18-10-8-17(23)9-11-18/h7-12,15H,2-6,13-14H2,1H3,(H2,24,25,28)",CCOC(=O)C1=CC(=C(C=C1)N2CCCCCC2)NC(=O)NC3=CC=C(C=C3)Cl,VMOXMBBDCMSJHX-UHFFFAOYSA-N,ethyl 4-(azepan-1-yl)-3-[(4-chlorophenyl)carbamoylamino]benzoate,415.166,415.166,0,1,0,0,0,0,0,0,0,0,0,0,,Biological Test Results,1,1259310|1259374|1259422|1508602,20050910,ABI Chem|AKos Consulting & Solutions|Ambinter|ChemDB|ChemDiv|ChemSpider|DiscoveryGate|Mcule|MolPort|NextBio|The Scripps Research Institute Molecular Screening Center|ZINC,Chemical Vendors|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,
